id,author,title,original_title,series,series_order,status,date_started,date_finished,date_unknown,rating,format,genre,location,publication_year,notes
847,Marcia Cotlan,La atrevida decisión de lady Jane,,Minstrel Valley,,Pendiente,,,,0,,,,,
513,María José Tirado ,Perderme en ti ,Perderme en ti ,,,Pendiente,,,,0,,,,,
514,María Moreno,"Con cariño, Maddie","Con cariño, Maddie",,,Leído,,,TRUE,3,,,,,
960,Mariam Orazal,Una impostora en Minstrel Valley ,,Minstrel Valley,,Pendiente,,,,0,,,,,
852,Mariam Orazal,Un desafío para la señorita Culier,,Minstrel Valley,,Pendiente,,,,0,,,,,
951,Marie Benedict ,El secreto de Ágatha ,,,,,,,,0,,,,,
515,Marissa Meyer,Serendipity ,Serendipity,,,,,,,0,,,,,
516,Mark Twain ,Aventuras de Tom Sawyer,The adventures of Tom Sawyer,,,Pendiente,,,,0,,,,,
517,Markus Zusak,La ladrona de libros ,,,,Pendiente,,,,0,,,,,
518,Markus Zusak,El puente de Clay,,,,Pendiente,,,,0,,,,,
519,Marta Bezares,Una dama en apuros,Una dama en apuros,,,Leído,June 2022,June 2022,FALSE,3,,,,,
520,Marta Vidal,Vente conmigo,Vente conmigo,,,Leído,,,TRUE,3,,,,,
523,Mary Balogh,La amante secreta,The secret mistress,Amantes,,Leído,19 Jul 2023,31 Jul 2023,FALSE,5,,Histórico Inglaterra,,,"Me gusta el personaje del prota, "
521,Mary Balogh,Más que una amante ,More than a mistress,Amantes,,Leído,6 Jul 2023,8 Jul 2023,FALSE,5,,Histórico Inglaterra,,,
522,Mary Balogh,Amante de nadie,No man’s mistress,Amantes,,Leído,,,TRUE,5,,Histórico Inglaterra,,,
524,Mary Balogh,Un romance inoportuno,Indiscreet,Cuatro jinetes del Apocalipsis,,Leído,October 2017,October 2017,FALSE,4,,,,,
525,Mary Balogh,Un romance imperdonable,Unforgiven,Cuatro jinetes del Apocalipsis,,Leído,October 2017,October 2017,FALSE,4,,,,,
526,Mary Balogh,Un romance irresistible,Irresistible,Cuatro jinetes del Apocalipsis,,Leído,24 Oct 2017,28 Oct 2017,FALSE,4,,,,,
532,Mary Balogh,La proposición ,,El club de los supervivientes ,,Leído,25 Sep 2022,2 Oct 2022,FALSE,4,,Histórico Inglaterra,,,
533,Mary Balogh,El acuerdo ,,El club de los supervivientes ,,Leído,3 Oct 2022,16 Oct 2022,FALSE,4,,Histórico Inglaterra,,,
534,Mary Balogh,La huida,,El club de los supervivientes ,,Leído,1 Feb 2023,10 Feb 2023,FALSE,4,,Histórico Inglaterra,,,
535,Mary Balogh,Solo encantadora ,,El club de los supervivientes ,,Pendiente,,,,0,,,,,
527,Mary Balogh,Cásate conmigo ,First comes marriage,El quinteto de los Huxtable,,Leído,11 Aug 2023,26 Aug 2023,FALSE,4,,Histórico Inglaterra,,,"Lindo, muy lindo pero no perfecto. Casi."
528,Mary Balogh,Sedúceme,Then comes seduction,El quinteto de los Huxtable,,Leído,31 Dec 2023,9 Jan 2024,FALSE,4,,Histórico Inglaterra,,,
529,Mary Balogh,Por fin llega el amor ,At last comes love,El quinteto de los Huxtable,,Leído,10 Jan 2024,10 Jan 2024,FALSE,4,,Histórico Inglaterra,,,
530,Mary Balogh,Seducir a un ángel,Seducing an angel,El quinteto de los Huxtable,,Leído,11 Jan 2024,5 Feb 2024,FALSE,4,,Histórico Inglaterra,,,
531,Mary Balogh,Una aventura secreta,A secret affair,El quinteto de los Huxtable,,Leído,6 Feb 2024,5 Mar 2024,FALSE,4,,Histórico Inglaterra,,,
538,Mary Balogh,Ligeramente casado ,Slightly married,Familia Bedwyn,,Leído,23 May 2025,27 May 2025,FALSE,4,,Histórico Inglaterra,,,
540,Mary Balogh,Ligeramente escandaloso,Slightly scandalous,Familia Bedwyn,,Leído,15 Jun 2025,6 Jul 2025,FALSE,4,,Histórico Inglaterra,,,
536,Mary Balogh,Noche de amor ,?,Familia Bedwyn,,Pendiente,,,,0,,,,,
537,Mary Balogh,Momento inolvidables,?,Familia Bedwyn,,Pendiente,,,,0,,,,,
539,Mary Balogh,Ligeramente perverso ,Slightly wicked,Familia Bedwyn,,Pendiente,,,,0,,,,,
541,Mary Balogh,Ligeramente seductor ,Slightly tempted,Familia Bedwyn,,Pendiente,,,,0,,,,,
542,Mary Balogh,Ligeramente inmoral ,Sightly sinful,Familia Bedwyn,,Pendiente,,,,0,,,,,
543,Mary Balogh,Ligeramente peligroso,Slightly dangerous,Familia Bedwyn,,Pendiente,,,,0,,,,,
544,Mary Balogh,Sin corazón,Heartless,Georgian,,Leído,,,TRUE,2,,,,,
545,Mary Balogh,Melodía silenciosa,Silent melody,Georgian,,Leído,,,TRUE,4,,,,,
546,Mary Balogh,Simplemente inolvidable,Simply unforgettable,Simplemente,,Leído,,,TRUE,5,,,,,
547,Mary Balogh,Simplemente enamorados ,Simply love,Simplemente,,Leído,,,TRUE,4,,,,,
548,Mary Balogh,Simplemente mágico,Simply magic,Simplemente,,Leído,,,TRUE,4,,,,,
549,Mary Balogh,Simplemente perfecto,Simply perfect,Simplemente,,Leído,,,TRUE,4,,,,,
550,Mary Balogh,La perla secreta,,,,Leído,,,TRUE,5,,,,,
551,Mary Balogh,Por un puñado de oro,,,,Leído,,,TRUE,4,,,,,
552,Mary Heathcliff,La prisionera del diablo,La prisionera del diablo,,,Leído,,,TRUE,3,,,,,
553,Mary Heathcliff,Un regalo de navidad,Un regalo de navidad,,,Leído,,,TRUE,3,,,,,
554,Mary Heathcliff,Volverás a amarme en navidad,Volverás a amarme en navidad,,,Leído,,,TRUE,3,,,,,
555,Mary Nickson ,Un hogar al que volver,A price for everything ,,,Pendiente,,,,0,,,,,
556,Mary Zetina,Envuelto para regalo,Envuelto para regalo,,,Leído,,,TRUE,1,,,,,
825,Maureen Child,Entre rumores,Rumor has it ,Cattleman’s club,2,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2013,
828,Maureen Child,Un acuerdo permanente,The lone star Cinderella ,Cattleman’s club,5,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2013,
557,Maya Banks,Déjate llevar,Letting go,Rendición,,Leído,,,TRUE,3,,,,,
558,Maya Banks,Cae en la tentación,Giving in,Rendición,,Leído,,,TRUE,3,,,,,
559,Maya Banks,Quédatelo todo,Taking it all ,Rendición,,Leído,,,TRUE,3,,,,,
560,Megan Hart,Vainilla,Vainilla,,,Leído,,,TRUE,2,,,,,
561,Megan Maxwell,Deseo concedido,Deseo concedido,Las guerreras Maxwell,,Leído,,,TRUE,3,,,,,
562,Megan Maxwell,Desde donde se domine la llanura ,Desde donde se domine la llanura ,Las guerreras Maxwell,,Pendiente,,,,0,,,,,
563,Megan Maxwell,Siempre te encontrare,Siempre te encontrare,Las guerreras Maxwell,,Pendiente,,,,0,,,,,
564,Megan Maxwell,Pídeme lo que quieras ,Pídeme lo que quieras ,Pídeme lo que quieras ,,Pendiente,,,,0,,,,,
565,Megan Maxwell,Pídeme lo que quieras ahora y siempre,Pídeme lo que quieras ahora y siempre,Pídeme lo que quieras ,,Pendiente,,,,0,,,,,
566,Megan Maxwell,Pídeme lo que quieras o déjame,Pídeme lo que quieras o déjame,Pídeme lo que quieras ,,Pendiente,,,,0,,,,,
567,Megan Maxwell,Pídeme lo que quieras  y yo te lo daré,Pídeme lo que quieras  y yo te lo daré,Pídeme lo que quieras ,,Pendiente,,,,0,,,,,
568,Megan Maxwell,Te lo dije,Te lo dije,,,Leído,,,TRUE,5,,,,,
569,Megan Maxwell,Sígueme la corriente,Sígueme la corriente,,,Leído,,,TRUE,3,,,,,
570,Megan Mulry,Cómo ligar a un duque,A royal pain,Amantes reales,,Leído,,,TRUE,4,,,,,
571,Megan Mulry,Cómo conquistar a un lord,If the shoe fits,Amantes reales,,Leído,,,TRUE,3,,,,,
572,Megan Mulry,Cómo seducir a un millonario,In love again ,Amantes reales,,Leído,,,TRUE,3,,,,,
573,Meghan March,Rey,Ruthless king,Mount,,Leído,,,TRUE,3,,,,,
574,Meghan March,Reina,Defiant queen,Mount,,Leído,,,TRUE,3,,,,,
575,Meghan March,Deseo,Sinful empire,Mount,,Leído,,,TRUE,3,,,,,
576,Melanie Milburne,Noche de bodas con el enemigo,Wedding night with her enemy ,,,Leído,,,TRUE,3,,,,,
577,Mia Sheridan,La voz de Archer,Archer’s voice,,,Leído,,,TRUE,5,,,,,
578,Mia Sheridan,Leo,Leo,,,Leído,October 2017,October 2017,FALSE,0,,,,,
579,Michelle Smart,Trampa de amor,A bride at his bidding,,,Leído,,,TRUE,3,,,,,
580,Miguel de Cervantes Saavedra,El ingenioso hidalgo Don Quijote de la Mancha,El ingenioso hidalgo Don Quijote de la Mancha,,,Pendiente,,,,0,,,,,
581,Miguel de León,Un lugar sobre el arcoiris,Un lugar sobre el arcoiris,,,Leído,,,TRUE,4,,,,,
582,Milly Johnson,El club del pudín,The Yorkshire pudding club ,,,Leído,,,TRUE,3,,,,,
583,Mimmi Kass,El hombre fetichista,El hombre fetichista,,,Leído,,,TRUE,3,,,,,
584,Miranda Lee,Deseo mediterráneo,The Italian unexpected love-child,,,Leído,,,TRUE,3,,,,,
585,Mónica Gutierrez ,La libreria del señor Livingstone,La libreria del señor Livingstone,,,Pendiente,,,,0,,,,,
586,Nicholas Spark,Cada suspiro ,Every breath ,,,Leído,15 Nov 2022,17 Nov 2022,FALSE,4,,Romance,,,"Muy trágico, lloro"
587,Nicola Cornick ,Confesiones de una duquesa,The confessions of a duchess ,Damas afortunadas,,Leído,,,TRUE,4,,,,,
588,Nicola Cornick ,La dama inocente,The scandals of an innocent ,Damas afortunadas,,Pendiente,,,,0,,,,,
589,Nicola Cornick ,Una pasión inesperada,The undoing of a lady ,Damas afortunadas,,Leído,,,TRUE,4,,,,,
590,Nicola Cornick ,Amantes y enemigos,Lady Allerton’s Wager,Mostyn ant Trevithick Feud,,Pendiente,,,,0,,,,,
591,Nicola Cornick ,El retorno,The notorious marriage,Mostyn ant Trevithick Feud,,Pendiente,,,,0,,,,,
592,Nicola Cornick ,El rumor de un escándalo,Whisper of a scandal,Mujeres escandalosas,,Leído,,,TRUE,4,,,,,
593,Nicola Cornick ,Sin miedo al escándalo,One wicked sin,Mujeres escandalosas,,Leído,,,TRUE,4,,,,,
594,Nicola Cornick ,Vidas de escándalo,Mistress by midnight,Mujeres escandalosas,,Pendiente,,,,0,,,,,
595,Nicola Cornick ,La mala reputación,Notorious,Mujeres escandalosas,,Pendiente,,,,0,,,,,
596,Nicola Cornick ,Deseada,Desired,Mujeres escandalosas,,Pendiente,,,,0,,,,,
597,Nicola Cornick ,Prohibida,Forbidden,Mujeres escandalosas,,Pendiente,,,,0,,,,,
598,Nicola Cornick ,Un irresistible Lord,The notorious lord ,Novias,,Leído,,,TRUE,4,,,,,
599,Nicola Cornick ,Una noche de escándalo,One night of scandal,Novias,,Pendiente,,,,0,,,,,
600,Nicola Cornick ,La amante del libertino,The rake’s mistress,Novias,,Leído,,,TRUE,4,,,,,
601,Nicola Cornick ,Falsas cartas de amor,The lady and the laird,Novias escocesas,,Leído,,,TRUE,5,,,,,
602,Nicola Cornick ,Noche de amor furtivo,One night with the laird,Novias escocesas,,Leído,,,TRUE,4,,,,,
603,Nicola Cornick ,Juego de engaños,Claimed by the laird ,Novias escocesas,,Leído,,,TRUE,4,,,,,
604,Nicola Cornick ,Odio y pasión,True colours ,Somerset,,Pendiente,,,,0,,,,,
605,Nicola Cornick ,Amor interesado,The larkswood legacy ,Somerset,,Pendiente,,,,0,,,,,
606,Nicola Cornick ,Falsa cortesana,The vituous Cyprian,Suffolk,,Pendiente,,,,0,,,,,
607,Nicola Cornick ,Toda una dama,Lady Polly,Suffolk,,Leído,,,TRUE,4,,,,,
608,Nicola Cornick ,El pretendiente,Miss Verey’s proposal,Suffolk,,Pendiente,,,,0,,,,,
609,Nicola Cornick ,Un golpe de suerte ,The earl's prize,Tallant,,Leído,,,TRUE,4,,,,,
610,Nicola Cornick ,Atrapada en sus redes,The chaperon bride,Tallant,,Leído,,,TRUE,4,,,,,
611,Nicola Cornick ,La viuda caprichosa,Wayward window,Tallant,,Leído,,,TRUE,4,,,,,
612,Nicola Cornick ,Secretos de sociedad,The blanchland secret,,,Leído,,,TRUE,4,,,,,
613,Nicola Cornick ,La mejor compañía,A companion of quality,,,Leído,,,TRUE,4,,,,,
614,Nicola Cornick ,Temporada de pretendientes ,The season of suitors,,,Leído,,,TRUE,4,,,,,
615,Nicola Cornick ,Engañada,Deceived,,,Leído,,,TRUE,4,,,,,
616,Nicola Cornick ,Un mundo en ruinas,The penniless bride,,,Leído,,,TRUE,4,,,,,
617,Nicole Jordan,La princesa azul,Princess charming ,Amantes legendarios,,Pendiente,,,,0,,,,,
618,Nicole Jordan,Un amor prohibido ,Lover be mine,Amantes legendarios,,Pendiente,,,,0,,,,,
619,Nicole Jordan,Tentación,Master of temptation ,Guardianes de Cyrene,,Leído,,,TRUE,4,,,,,
620,Nicole Jordan,Atracción ,Lord of seduction ,Guardianes de Cyrene,,Leído,,,TRUE,4,,,,,
621,Nicole Jordan,Pecado,Wicked fantasy,Guardianes de Cyrene,,Leído,,,TRUE,4,,,,,
622,Nicole Jordan,Lujuria,Fever dreams,Guardianes de Cyrene,,Leído,,,TRUE,4,,,,,
623,Nicole Jordan,Complacer a una mujer ,To pleasure a lady ,Guerras de cortejo,,Leído,,,TRUE,4,,,,,
624,Nicole Jordan,Seducir a una mujer ,To bed a beauty ,Guerras de cortejo,,Leído,,,TRUE,4,,,,,
625,Nicole Jordan,Conquistar a una mujer ,To seduce a bride ,Guerras de cortejo,,Leído,,,TRUE,4,,,,,
626,Nicole Jordan,Conquistar a un seductor,To romance a charming rogue,Guerras de cortejo,,Leído,,,TRUE,4,,,,,
627,Nicole Jordan,Conquistar a un canalla,To tame a dangerous lord ,Guerras de cortejo,,Leído,,,TRUE,4,,,,,
628,Nicole Jordan,Desear a un duque,To desire a wicked duke ,Guerras de cortejo,,Leído,,,TRUE,4,,,,,
629,Nicole Jordan,Seducción,The seduction,Notorious,,Pendiente,,,,0,,,,,
630,Nicole Jordan,Pasión,The passion ,Notorious,,Pendiente,,,,0,,,,,
631,Nicole Jordan,Deseo,Desire ,Notorious,,Pendiente,,,,0,,,,,
632,Nicole Jordan,Éxtasis,Ecstasy,Notorious,,Pendiente,,,,0,,,,,
633,Nicole Jordan,Placer,The prince of pleasure,Notorious,,Pendiente,,,,0,,,,,
634,Nicole Jordan,Corazón cautivo,Tender feud ,,,Leído,,,TRUE,4,,,,,
635,Nicole Jordan,Señor de mi deseo,Lord of desire,,,Pendiente,,,,0,,,,,
636,Nieves García Bautista,El amor huele a café,El amor huele a café,,,Pendiente,,,,0,,,,,
637,Nieves Hidalgo,"Rivales de día, amantes de noche","Rivales de día, amantes de noche",,,Leído,,,TRUE,3,,,,,
638,Nieves Hidalgo,Lady Ariana,Lady Ariana,,,Pendiente,,,,0,,,,,
639,Nieves Hidalgo,Luna de Oriente ,Luna de Oriente ,,,Pendiente,,,,0,,,,,
640,Nisha Scail,Envuelto para llevar,Envuelto para llevar,Agencia demonía,,Leído,,,TRUE,2,,,,,
641,Noa Xireau,El cuento de la bestia ,El cuento de la bestia ,,,Pendiente,,,,0,,,,,
642,Noe Casado,Todo es posible… menos tú,Todo es posible… menos tú,,,Leído,,,TRUE,3,,,,,
643,Noe Casado,Divorcio,Divorcio,,,Leído,,,TRUE,3,,,,,
644,Noelia Amarillo,El origen del deseo ,El origen del deseo ,Crónicas del tiempo,,Leído,,,TRUE,3,,,,,
645,Noelia Amarillo,Los lazos del deseo ,Los lazos del deseo ,Crónicas del tiempo,,Leído,,,TRUE,3,,,,,
646,Noelia Amarillo,El aprendiz del deseo,El aprendiz del deseo,Crónicas del tiempo,,Leído,,,TRUE,3,,,,,
647,Noelia Amarillo,La reina del deseo,La reina del deseo,Crónicas del tiempo,,Leído,,,TRUE,3,,,,,
648,Noelia Amarillo,La magia del deseo,La magia del deseo,Crónicas del tiempo,,Leído,,,TRUE,3,,,,,
649,Noelia Amarillo,No lo llames amor ,No lo llames amor ,No lo llames,,Leído,,,TRUE,4,,,,,
650,Noelia Amarillo,No lo llames pasión,No lo llames pasión,No lo llames,,Leído,,,TRUE,4,,,,,
651,Noelia Amarillo,No lo llames deseo,No lo llames deseo,No lo llames,,Leído,,,TRUE,4,,,,,
652,Noelia Amarillo,No lo llames sexo… ¿o sí?,No lo llames sexo… ¿o sí?,No lo llames,,Leído,29 Jun 2022,7 Jul 2022,FALSE,5,,,,,
653,Noelia Amarillo,Ardiente verano,Ardiente verano,,,Leído,,,TRUE,5,,,,,
654,Noelia Amarillo,Bajo el calor de tu piel ,Bajo el calor de tu piel ,,,Leído,,,TRUE,4,,,,,
655,Noelia Amarillo,Quédate a mi lado,Quédate a mi lado,,,Leído,,,TRUE,3,,,,,
656,Noelia Amarillo,Besos robados,Besos robados,,,Leído,,,TRUE,3,,,,,
657,Nora Roberts ,Album de boda,Vision in white,Cuatro bodas,,Pendiente,,,,4,,,,,
658,Nora Roberts ,Rosas sin espinas,Bed of roses,Cuatro bodas,,Pendiente,,,,0,,,,,
659,Nora Roberts ,Sabor a ti,Savor the moment,Cuatro bodas,,Leído,,,TRUE,0,,,,,
660,Nora Roberts ,Para siempre,Happy ever after,Cuatro bodas,,Pendiente,,,,0,,,,,
661,Nora Roberts ,Turno de noche ,Night shift ,Historias nocturnas,,Pendiente,,,,0,,,,,
662,Nora Roberts ,Sombre nocturna,Night shadow,Historias nocturnas,,Pendiente,,,,0,,,,,
663,Nora Roberts ,Un grito en la noche,Nightshade,Historias nocturnas,,Pendiente,,,,0,,,,,
664,Nora Roberts ,Humo en la noche,Night smoke,Historias nocturnas,,Pendiente,,,,0,,,,,
665,Nora Roberts ,Temores en la noche,Night shield,Historias nocturnas,,Pendiente,,,,0,,,,,
666,Nora Roberts ,Una luz furtiva,Hidden star,Las estrellas de Mitras ,,Pendiente,,,,0,,,,,
667,Nora Roberts ,Estrella cautiva,Captive star,Las estrellas de Mitras ,,Pendiente,,,,0,,,,,
668,Nora Roberts ,Esplandor secreto,Secret star ,Las estrellas de Mitras ,,Pendiente,,,,0,,,,,
669,Nora Roberts ,Polos opuestos,Sacred sins,Sacred sins,,Pendiente,,,,0,,,,,
670,Nora Roberts ,Atrapada,Brazen,Sacred sins,,Pendiente,,,,0,,,,,
671,Nora Roberts ,El coleccionista,The collections,,,Leído,,,TRUE,4,,,,,
838,Nuria Rivera,Un conde sin corazón ,,Minstrel Valley,,Pendiente,,,,0,,,,,
850,Nuria Rivera,El fuego del highlander,,Minstrel Valley,,Leído,,,TRUE,0,,,,,
853,Nuria Rivera,Rosas para la señorita Langston,,Minstrel Valley,,Pendiente,,,,0,,,,,
672,Og Mandino,El vendedor más grande del mundo,The greatest salmon in the world,,,Leído,,,TRUE,4,,,,,
673,Olga Salar,Un duque para mí,Un duque para mí,Nobles,,Leído,,,TRUE,5,,,,,
674,Olga Salar,Un lord para mí,Un lord para mí,Nobles,,Leído,,,TRUE,4,,,,,
675,Olga Salar,Un vizconde para mí,Un vizconde para mí,Nobles,,Leído,,,TRUE,4,,,,,
676,Olga Salar,Un marqués para mí,Un marqués para mí,Nobles,,Leído,,,TRUE,4,,,,,
677,Olivia Ardey,Un duque sin honor,Un duque sin honor,,,Leído,,,TRUE,3,,,,,
678,Olivia Ardey,Un verano en la Provenza,Un verano en la Provenza,,,Leído,,,TRUE,3,,,,,
679,Olivia Ardey,Con sabor a Irlanda,Con sabor a Irlanda,,,Leído,,,TRUE,3,,,,,
680,Olivia Ardey,Los hombres de Texas no hablan de amor ,Los hombres de Texas no hablan de amor ,,,Leído,,,TRUE,3,,,,,
681,Olivia Ardey,Si te quedas en Escocia,Si te quedas en Escocia,,,Leído,,,TRUE,5,,,,,
682,Olivia Ardey,La asombrosa bibliotecario de Little Rock,La asombrosa bibliotecario de Little Rock,,,Leído,,,TRUE,3,,,,,
683,Olivia Kiss,Tentación y venganza,Tentación y venganza,Tentaciones,,Leído,,,TRUE,3,,,,,
684,Olivia Kiss,Un escándalo tentador,Un escándalo tentador,Tentaciones,,Pendiente,,,,0,,,,,
685,Olivien G. Durán,"Hola, soledad ","Hola, soledad ",,,Pendiente,,,,0,,,,,
686,Patricia Morenz,Para siempre es mucho tiempo,Para siempre es mucho tiempo,Para siempre,,Leído,,,TRUE,3,,,,,
687,Patricia Morenz,Para siempre es un comienzo,Para siempre es un comienzo,Para siempre,,Leído,,,TRUE,3,,,,,
688,Patricia Sutherland,Volveré a ti ,Volveré a ti ,,,Pendiente,,,,0,,,,,
689,Patty McMahou,Muchos apellidos y yo solo quiero un vasco,Muchos apellidos y yo solo quiero un vasco,,,Leído,May 2022,May 2022,FALSE,3,,,,,
690,Paula Hawkins,La chica del tren,The girl on the train ,,,Pendiente,,,,0,,Suspenso,,,
691,Pauline O’Brayn,Aunque tu no quieras,Aunque tu no quieras,,,Leído,8 Jul 2022,9 Jul 2022,FALSE,3,,,,,
692,Pauline O’Brayn,Si me besas no me iré nunca,Si me besas no me iré nunca,,,Leído,10 Jul 2022,10 Jul 2022,FALSE,3,,,,,
693,Pauline O’Brayn,Contigo llegó la lluvia,Contigo llegó la lluvia,,,Pendiente,,,,0,,,,,
694,Pet Torres,Club de vírgenes,Club de vírgenes,,,Leído,,,TRUE,3,,,,,
695,Pet Torres,Amor ilusorio ,Amor ilusorio ,,,Pendiente,,,,0,,,,,
696,Pet Torres,Obsesión del tigre,Obsesión del tigre,,,Pendiente,,,,0,,,,,
697,Phavy Prieto,La octava condición,La octava condición,,,Leído,,,TRUE,1,,,,,
698,Pilar Cabero,Algo inesperado,Algo inesperado,,,Leído,,,TRUE,3,,,,,
699,R. Cherry,Una fotografía para Victoria,Una fotografía para Victoria,,,Leído,,,TRUE,2,,,,,
700,Rainbow Rowell,Enlazados,Anexos,,,Leído,,,TRUE,5,,,,,
701,Raquel Rodrein,La última decisión,La última decisión,,,Pendiente,,,,0,,Suspenso,,,
702,Ray Bradbury,Farenheit 451,Farenheit 451,,,Pendiente,,,,0,,,,,
703,Regina Roman ,Besarte en Roma,Besarte en Roma ,,,Pendiente,,,,0,,,,,
704,Rona Sharon,"Una vez, un libertino",Once a rake,,,Leído,,,TRUE,3,,,,,
844,Ruth M. Lerga,Una cita a medianoche,,Minstrel Valley,,Pendiente,,,,0,,,,,
705,Ruth M. Lerga,Atados por error,Atados por error,,,Leído,,,TRUE,3,,,,,
706,Ruth M. Lerga,¡Contra la pared!,¡Contra la pared!,,,Leído,,,TRUE,3,,,,,
707,Sally Thorne,"Cariño, cuanto te odio",The hating game ,,,Leído,,,TRUE,4,,,,,
708,Sam Heughan ,Tierra de clanes,,,,Pendiente,,,,0,,,,,
709,Samantha Young,Héroe,Hero,,,Leído,,,TRUE,3,,,,,
843,Sandra Bree,La última oportunidad de la señorita Grenfell,,Minstrel Valley,,Pendiente,,,,0,,,,,
854,Sandra Bree,El olvidado amante de mademoiselle Marlene,,Minstrel Valley,,Pendiente,,,,0,,,,,
710,Sandra Field,Seducción en Venecia,Seducción en Venecia,,,Leído,,,TRUE,3,,,,,
711,Sandy Raven,La señorita Amelia pesca a un duque,,,,Leído,,,TRUE,3,,,,,
712,Sara Donati ,En tierras lejanas ,,,,Pendiente,,,,4,,Histórico Inglaterra,,,
832,Sara M. Anderson,Los deseos de Chance,What a Rancher wants,Cattleman’s club,9,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2014,
826,Sara Orwig,El secreto de Lila,Deep in a Texan’s heart ,Cattleman’s club,3,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2013,
713,Sarah MacLean,Lady Felicity y el canalla,,Los bastardos de Bareknuckle,,Leído,August 2023,August 2023,FALSE,4,,Histórico Inglaterra,,,"Lindo, normal. "
714,Sebastián Fitzer,Asiento 7A,,,,Pendiente,,,,0,,,,,
715,Silvia García Ruíz,Jugar con fuego,Jugar con fuego,Hermanas de Withler,,Leído,,,TRUE,4,,,,,
716,Silvia García Ruíz,Juego de conquista,Juego de conquista,Hermanas de Withler,,Leído,,,TRUE,4,,,,,
717,Silvia García Ruíz,Jugando con una tramposa,Jugando con una tramposa,Hermanas de Withler,,Leído,,,TRUE,4,,,,,
718,Silvia García Ruíz,Apuesta por mí,Apuesta por mí,,,Leído,,,TRUE,3,,,,,
719,Silvia García Ruíz,Mi perfecto sapo azul,Mi perfecto sapo azul,,,Leído,,,TRUE,2,,,,,
720,Silvia García Ruíz,Enamórame en 7 minutos,Enamórame en 7 minutos,,,Leído,,,TRUE,2,,,,,
721,Silvia García Ruíz,Una melodía para Clarisse,Una melodía para Clarisse,,,Pendiente,,,,0,,,,,
722,Sky Corgan ,Desgarrada,Desgarrada,,,Pendiente,,,,0,,,,,
723,Sky Corgan ,Conociendo a Jack Kemble,Conociendo a Jack Kemble,,,Pendiente,,,,0,,,,,
724,Sky Purington ,Highland Yule ,Highland Yule ,,,Pendiente,,,,0,,,,,
725,Sócrates ,Diálogos de Platón ,Πολιτεία,,,Pendiente,,,,0,,,,,
726,Sophia James,Marcada por el destino ,Marcada por el destino ,,,Leído,23 Jul 2022,11 Aug 2022,FALSE,3,,Histórico Inglaterra,,,
727,Sophia Ruston,Miedo a amar ,Miedo a amar ,,,Leído,,,TRUE,3,,,,,
728,Sophie Love ,Por ahora y siempre ,For now and forever,,,Pendiente,,,,0,,,,,
729,Stephanie Laurens,La prometida perfecta,The lady chosen,El club Bastion,,Leído,,,TRUE,4,,Histórico Inglaterra,,,
730,Stephanie Laurens,El honor de una caballero,A gentleman’s honor,El club Bastion,,Leído,,,TRUE,4,,Histórico Inglaterra,,,
731,Stephanie Laurens,Primer y único amor,A lady of his honor,El club Bastion,,Leído,,,TRUE,4,,Histórico Inglaterra,,,
732,Stephanie Laurens,Pasión inesperada,A fine passion,El club Bastion,,Pendiente,,,,0,,,,,
733,Stephanie Laurens,Un amor sorprendente,To distraction ,El club Bastion,,Pendiente,,,,0,,,,,
734,Stephanie Laurens,No sólo es seducción ,Beyond seduction ,El club Bastion,,Pendiente,,,,0,,,,,
735,Stephanie Laurens,Al filo del deseo,The edge of desire ,El club Bastion,,Pendiente,,,,0,,,,,
736,Stephanie Laurens,Domada por amor,Mastered by love,El club Bastion,,Pendiente,,,,0,,,,,
762,Stephanie Laurens,Una novia indómita,,El cuarteto de la Cobra Negra,,Pendiente,,,,0,,,,,
763,Stephanie Laurens,Una novia esquiva ,,El cuarteto de la Cobra Negra,,Pendiente,,,,0,,,,,
764,Stephanie Laurens,Una novia descarada ,,El cuarteto de la Cobra Negra,,Pendiente,,,,0,,,,,
765,Stephanie Laurens,Una novia temeraria ,,El cuarteto de la Cobra Negra,,Pendiente,,,,0,,,,,
759,Stephanie Laurens,A salvo en sus brazos ,,Las hermanas Cynster,,Pendiente,,,,0,,,,,
760,Stephanie Laurens,A salvo con tu amor ,,Las hermanas Cynster,,Pendiente,,,,0,,,,,
761,Stephanie Laurens,A salvo con su captor,,Las hermanas Cynster,,Pendiente,,,,0,,,,,
738,Stephanie Laurens,La promesa de un beso,The promise in a kiss,Los Cynster,,Leído,,,TRUE,4,,Histórico Inglaterra,,,
739,Stephanie Laurens,Diablo,Devil’s bride,Los Cynster,,Leído,,,TRUE,4,,Histórico Inglaterra,,,
740,Stephanie Laurens,El juramento de un libertino,A rake’s vow,Los Cynster,,Leído,,,TRUE,4,,Histórico Inglaterra,,,
741,Stephanie Laurens,Tu nombre es Escándalo,Scandal’s bride,Los Cynster,,Leído,,,TRUE,4,,Histórico Inglaterra,,,
742,Stephanie Laurens,La propuesta de un canalla,A rogues proposal,Los Cynster,,Leído,,,TRUE,4,,Histórico Inglaterra,,,
